store_nbr,family,sales_52w,sales_share,cum_share,ABC,mean_wk,std_wk,cv,XYZ,ABCXYZ,service_level,z,city,state,type,cluster
53,BREAD/BAKERY,180214.58498,0.0005969799987659032,0.8732841546384467,B,3465.665095769231,492.0106739574598,0.14196717234967343,X,BX,0.95,1.645,Manta,Manabi,D,13
31,BREAD/BAKERY,177912.0,0.0005893524408816656,0.8738735070793283,B,3421.3846153846152,448.31458465846976,0.13103308603260946,X,BX,0.95,1.645,Babahoyo,Los Rios,B,10
6,MEATS,176896.61384,0.0005859888661265425,0.8744594959454549,B,3401.8579584615386,470.0584990351663,0.1381769917423619,X,BX,0.95,1.645,Quito,Pichincha,D,13
9,PERSONAL CARE,176476.0,0.000584595538002118,0.8750440914834571,B,3393.769230769231,736.212288634638,0.2169305685135083,X,BX,0.95,1.645,Quito,Pichincha,B,6
43,BREAD/BAKERY,176307.0,0.0005840357075100264,0.875628127190967,B,3390.519230769231,1039.1949465224645,0.3065002366278833,X,BX,0.95,1.645,Esmeraldas,Esmeraldas,E,10
39,MEATS,175834.183946,0.0005824694539941706,0.8762105966449613,B,3381.426614346154,12386.413150917211,3.663073182887523,Z,BZ,0.85,1.036,Cuenca,Azuay,B,6
41,BREAD/BAKERY,175583.57487,0.0005816392847495571,0.8767922359297108,B,3376.607209038462,449.3886397005371,0.13308881130665298,X,BX,0.95,1.645,Machala,El Oro,D,4
18,CLEANING,174383.0,0.0005776622526769836,0.8773698981823878,B,3353.519230769231,2199.3998244653517,0.6558482814962707,Y,BY,0.9,1.282,Quito,Pichincha,B,16
3,FROZEN FOODS,173355.29697,0.0005742578769787058,0.8779441560593665,B,3333.755710961538,3035.9069100935494,0.9106566807251175,Y,BY,0.9,1.282,Quito,Pichincha,D,8
36,BREAD/BAKERY,172678.0,0.0005720142586591362,0.8785161703180256,B,3320.730769230769,538.1997994543757,0.1620726993109667,X,BX,0.95,1.645,Libertad,Guayas,E,10
38,BREAD/BAKERY,172186.75596,0.0005703869604777738,0.8790865572785034,B,3311.283768461539,471.3922839451239,0.14235937385819275,X,BX,0.95,1.645,Loja,Loja,D,4
49,DELI,170211.336,0.000563843171552955,0.8796504004500564,B,3273.294923076923,490.52475992669224,0.14985657310262934,X,BX,0.95,1.645,Quito,Pichincha,A,11
20,BREAD/BAKERY,169648.0,0.0005619770610790323,0.8802123775111355,B,3262.4615384615386,637.470659425953,0.1953956090855147,X,BX,0.95,1.645,Quito,Pichincha,B,6
19,PRODUCE,169054.98893,0.0005600126487764651,0.8807723901599119,B,3251.057479423077,464.3390742161682,0.14282708846428196,X,BX,0.95,1.645,Guaranda,Bolivar,C,15
18,BREAD/BAKERY,167779.0,0.0005557857996014039,0.8813281759595133,B,3226.519230769231,2113.8746460541997,0.6551563759158435,Y,BY,0.9,1.282,Quito,Pichincha,B,16
12,DAIRY,167564.0,0.0005550735892120566,0.8818832495487253,B,3222.3846153846152,486.08214241055725,0.15084547638717824,X,BX,0.95,1.645,Latacunga,Cotopaxi,C,15
9,HOME CARE,167218.0,0.0005539274273761767,0.8824371769761015,B,3215.730769230769,617.7259724780126,0.19209505297782936,X,BX,0.95,1.645,Quito,Pichincha,B,6
50,HOME CARE,166430.0,0.0005513170934840574,0.8829884940695856,B,3200.576923076923,618.9821292410297,0.19339704813148767,X,BX,0.95,1.645,Ambato,Tungurahua,A,14
11,PERSONAL CARE,165197.0,0.000547232649716312,0.8835357267193019,B,3176.8653846153848,787.8401109025283,0.2479929161359987,X,BX,0.95,1.645,Cayambe,Pichincha,B,6
9,POULTRY,165152.44197,0.0005470850464981966,0.8840828117658001,B,3176.0084994230774,674.5633381961261,0.21239342977780074,X,BX,0.95,1.645,Quito,Pichincha,B,6
14,DAIRY,165053.0,0.0005467556343857724,0.8846295674001858,B,3174.096153846154,468.884419037666,0.14772218493423903,X,BX,0.95,1.645,Riobamba,Chimborazo,C,7
47,FROZEN FOODS,163733.50789,0.0005423846762955222,0.8851719520764814,B,3148.7213055769234,4093.19227146833,1.299953814336406,Z,BZ,0.85,1.036,Quito,Pichincha,A,14
21,BREAD/BAKERY,163404.0,0.0005412931463298018,0.8857132452228111,B,3142.3846153846152,439.35671129353733,0.13981633856733416,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,B,6
33,DAIRY,163265.0,0.0005408326940315725,0.8862540779168427,B,3139.7115384615386,446.02362271646126,0.1420587901953793,X,BX,0.95,1.645,Quevedo,Los Rios,C,3
4,POULTRY,163160.33081,0.0005404859661963979,0.8867945638830391,B,3137.6986694230773,463.9759680583708,0.1478714232758155,X,BX,0.95,1.645,Quito,Pichincha,D,9
4,BREAD/BAKERY,158868.81892,0.0005262698761774885,0.8873208337592167,B,3055.1695946153845,479.71991224804884,0.1570190777930558,X,BX,0.95,1.645,Quito,Pichincha,D,9
26,CLEANING,156598.0,0.0005187475467488818,0.8878395813059655,B,3011.5,812.438293282731,0.26977861307735723,X,BX,0.95,1.645,Guayaquil,Guayas,D,10
50,POULTRY,156443.09794,0.0005182344171839363,0.8883578157231494,B,3008.5211142307694,417.1048022954289,0.13864114176308093,X,BX,0.95,1.645,Ambato,Tungurahua,A,14
22,PRODUCE,153541.40192,0.000508622240197091,0.8888664379633465,B,2952.7192676923078,561.2480187866624,0.1900783541894637,X,BX,0.95,1.645,Puyo,Pastaza,C,7
44,PREPARED FOODS,152772.15894,0.0005060740409306329,0.8893725120042771,B,2937.9261334615385,639.6604508525443,0.21772516455295032,X,BX,0.95,1.645,Quito,Pichincha,A,5
25,CLEANING,151959.0,0.0005033803653712904,0.8898758923696485,B,2922.2884615384614,1901.9556018048377,0.6508445784311407,Y,BY,0.9,1.282,Salinas,Santa Elena,D,1
11,POULTRY,151024.43023,0.0005002845035119234,0.8903761768731604,B,2904.3159659615385,684.4588537985405,0.23566955586793378,X,BX,0.95,1.645,Cayambe,Pichincha,B,6
27,POULTRY,149897.00608,0.0004965497909871277,0.8908727266641475,B,2882.634732307692,353.39394903282937,0.12259407862951731,X,BX,0.95,1.645,Daule,Guayas,D,1
3,DELI,149229.07893,0.0004943372111938386,0.8913670638753414,B,2869.7899794230766,407.6853204194181,0.1420610300204736,X,BX,0.95,1.645,Quito,Pichincha,D,8
45,EGGS,145866.0,0.00048319665419783395,0.8918502605295392,B,2805.1153846153848,399.12810140016467,0.1422858052788255,X,BX,0.95,1.645,Quito,Pichincha,A,11
46,FROZEN FOODS,145357.43793,0.0004815119881983829,0.8923317725177375,B,2795.335344807692,4226.918045010304,1.5121327224156669,Z,BZ,0.85,1.036,Quito,Pichincha,A,14
24,MEATS,144488.84702000002,0.0004786346883370126,0.8928104072060745,B,2778.631673461539,350.878046726742,0.12627727887716117,X,BX,0.95,1.645,Guayaquil,Guayas,D,1
14,PRODUCE,143213.04908,0.00047440847183665954,0.8932848156779112,B,2754.0970976923077,367.9165402959173,0.1335888050584947,X,BX,0.95,1.645,Riobamba,Chimborazo,C,7
8,HOME CARE,143178.0,0.00047429236802776155,0.8937591080459389,B,2753.423076923077,409.04821836454636,0.14855988598072808,X,BX,0.95,1.645,Quito,Pichincha,D,8
9,MEATS,141726.21699,0.0004694831822472968,0.8942285912281862,B,2725.504172884615,401.3688956462948,0.14726409140711288,X,BX,0.95,1.645,Quito,Pichincha,B,6
28,DELI,141412.65097,0.00046844446142315597,0.8946970356896093,B,2719.4740571153843,425.84365119984074,0.15659044442269376,X,BX,0.95,1.645,Guayaquil,Guayas,E,10
52,DAIRY,140584.0,0.00046569946686512477,0.8951627351564745,B,2703.5384615384614,3871.5693451842158,1.4320378275586465,Z,BZ,0.85,1.036,Manta,Manabi,A,11
20,PERSONAL CARE,139590.0,0.00046240673604181675,0.8956251418925163,B,2684.423076923077,643.4510919194307,0.2396980928418793,X,BX,0.95,1.645,Quito,Pichincha,B,6
15,DAIRY,138934.0,0.0004602336662026919,0.896085375558719,B,2671.8076923076924,372.31480662711465,0.13934940291507272,X,BX,0.95,1.645,Ibarra,Imbabura,C,15
35,PRODUCE,138280.62711,0.00045806929894512974,0.8965434448576641,B,2659.2428290384614,414.9331070916895,0.156034305164063,X,BX,0.95,1.645,Playas,Guayas,C,3
38,PERSONAL CARE,137959.0,0.00045700387490216345,0.8970004487325663,B,2653.0576923076924,588.9688368020686,0.22199624173628413,X,BX,0.95,1.645,Loja,Loja,D,4
47,EGGS,136786.0,0.000453118187522143,0.8974535669200885,B,2630.5,385.39124505456255,0.14650874170477704,X,BX,0.95,1.645,Quito,Pichincha,A,14
19,DAIRY,136648.0,0.0004526610478303759,0.8979062279679189,B,2627.846153846154,403.79413239603434,0.15365973072848338,X,BX,0.95,1.645,Guaranda,Bolivar,C,15
40,BREAD/BAKERY,134743.0,0.00044635053252011257,0.8983525785004389,B,2591.2115384615386,347.90168413653555,0.13426217002065313,X,BX,0.95,1.645,Machala,El Oro,C,3
17,BREAD/BAKERY,133684.0,0.00044284248227676934,0.8987954209827157,B,2570.846153846154,439.13896967907505,0.17081495484353415,X,BX,0.95,1.645,Quito,Pichincha,C,12
1,BREAD/BAKERY,133310.29004,0.0004416045282483295,0.8992370255109641,B,2563.659423846154,380.1866294232716,0.14829841510411892,X,BX,0.95,1.645,Quito,Pichincha,D,13
8,PERSONAL CARE,133305.0,0.00044158700442764083,0.8996786125153917,B,2563.5576923076924,400.07962018664216,0.15606421551852726,X,BX,0.95,1.645,Quito,Pichincha,D,8
4,MEATS,133302.91501,0.00044158009767629344,0.900120192613068,B,2563.517596346154,365.2201506008315,0.1424683610993139,X,BX,0.95,1.645,Quito,Pichincha,D,9
40,HOME CARE,133004.0,0.0004405899098825546,0.9005607825229506,B,2557.769230769231,480.1194955582234,0.18771024757915442,X,BX,0.95,1.645,Machala,El Oro,C,3
17,POULTRY,130658.03002,0.00043281863456695976,0.9009936011575176,B,2512.6544234615385,327.60802406133126,0.1303832397333312,X,BX,0.95,1.645,Quito,Pichincha,C,12
44,"LIQUOR,WINE,BEER",130517.0,0.0004323514576113604,0.9014259526151289,B,2509.9423076923076,821.5661374320161,0.3273247097807015,X,BX,0.95,1.645,Quito,Pichincha,A,5
6,DELI,130072.164,0.0004308778910031944,0.9018568305061321,B,2501.387769230769,362.03909572336846,0.1447352946139009,X,BX,0.95,1.645,Quito,Pichincha,D,13
31,MEATS,128794.82013000001,0.00042664655344513345,0.9022834770595772,B,2476.8234640384617,349.25754911844825,0.14101027149865686,X,BX,0.95,1.645,Babahoyo,Los Rios,B,10
28,PERSONAL CARE,128654.0,0.0004261800717725044,0.9027096571313498,B,2474.1153846153848,468.2271383548865,0.18925032408198933,X,BX,0.95,1.645,Guayaquil,Guayas,E,10
6,PERSONAL CARE,128334.0,0.00042512003770463864,0.9031347771690544,B,2467.9615384615386,464.1807863465193,0.1880826662459615,X,BX,0.95,1.645,Quito,Pichincha,D,13
39,PERSONAL CARE,127861.0,0.00042355317484807457,0.9035583303439025,B,2458.8653846153848,495.26257756776346,0.20141915074583513,X,BX,0.95,1.645,Cuenca,Azuay,B,6
41,PERSONAL CARE,127834.0,0.00042346373447359843,0.9039817940783761,B,2458.346153846154,808.7127725072046,0.32896619186098797,X,BX,0.95,1.645,Machala,El Oro,D,4
20,HOME CARE,127502.0,0.0004223639491281877,0.9044041580275043,B,2451.9615384615386,511.9730370327789,0.2088014142969808,X,BX,0.95,1.645,Quito,Pichincha,B,6
40,PERSONAL CARE,126889.0,0.0004203333213669323,0.9048244913488712,B,2440.173076923077,657.1403503402063,0.2693007133611008,X,BX,0.95,1.645,Machala,El Oro,C,3
39,HOME CARE,125565.0,0.0004159474304111378,0.9052404387792824,B,2414.7115384615386,426.5996578755631,0.1766669231833719,X,BX,0.95,1.645,Cuenca,Azuay,B,6
12,PRODUCE,125419.81907,0.0004154665031242489,0.9056559052824067,B,2411.9195975,300.06741264094074,0.12441020544459354,X,BX,0.95,1.645,Latacunga,Cotopaxi,C,15
5,BREAD/BAKERY,124834.1139,0.00041352629239323294,0.9060694315747999,B,2400.6560365384616,311.6827797368323,0.1298323354086669,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,D,4
48,FROZEN FOODS,124228.949446,0.0004115216207122911,0.9064809531955123,B,2389.018258576923,4081.814580870264,1.7085740413302608,Z,BZ,0.85,1.036,Quito,Pichincha,A,14
51,FROZEN FOODS,122402.97297,0.00040547287923828654,0.9068864260747506,B,2353.903326346154,2075.035767335083,0.8815297315353965,Y,BY,0.9,1.282,Guayaquil,Guayas,A,17
8,EGGS,122377.0,0.0004053868410100251,0.9072918129157606,B,2353.403846153846,326.4574716088311,0.13871714884048475,X,BX,0.95,1.645,Quito,Pichincha,D,8
6,HOME CARE,122044.0,0.0004042837430581523,0.9076960966588187,B,2347.0,424.5899521314422,0.18090752114668143,X,BX,0.95,1.645,Quito,Pichincha,D,13
3,PREPARED FOODS,121959.37405,0.00040400341058932263,0.908100100069408,B,2345.3725778846156,489.05794827024533,0.20852036596724327,X,BX,0.95,1.645,Quito,Pichincha,D,8
20,POULTRY,121876.584056,0.00040372915992020265,0.9085038292293282,B,2343.7804626153847,402.0352931604998,0.1715328289372734,X,BX,0.95,1.645,Quito,Pichincha,B,6
51,HOME CARE,118916.0,0.0003939219100447645,0.9088977511393729,B,2286.846153846154,353.9245729223253,0.15476536203667182,X,BX,0.95,1.645,Guayaquil,Guayas,A,17
51,EGGS,117811.0,0.0003902614799041656,0.909288012619277,B,2265.596153846154,300.0790261676102,0.13245035998937998,X,BX,0.95,1.645,Guayaquil,Guayas,A,17
10,DAIRY,117583.0,0.00038950620563081123,0.9096775188249079,B,2261.2115384615386,353.48757287630195,0.15632662705969036,X,BX,0.95,1.645,Quito,Pichincha,C,15
20,MEATS,117041.42011600001,0.00038771216460734004,0.9100652309895152,B,2250.7965406923076,371.85883534443525,0.16521210541308742,X,BX,0.95,1.645,Quito,Pichincha,B,6
38,HOME CARE,116995.0,0.0003875583930311079,0.9104527893825463,B,2249.903846153846,412.95512074512754,0.18354345295728097,X,BX,0.95,1.645,Loja,Loja,D,4
22,DAIRY,116837.0,0.00038703500121009917,0.9108398243837563,B,2246.8653846153848,360.5235859596186,0.1604562464792131,X,BX,0.95,1.645,Puyo,Pastaza,C,7
17,HOME CARE,116734.0,0.0003866938027445049,0.9112265181865008,B,2244.8846153846152,374.65412304622436,0.16689237410176117,X,BX,0.95,1.645,Quito,Pichincha,C,12
19,DELI,116036.0,0.0003843816034339727,0.9116108997899348,B,2231.4615384615386,290.20158386200814,0.13005000483313506,X,BX,0.95,1.645,Guaranda,Bolivar,C,15
21,DELI,115876.97198,0.00038385480618726884,0.9119947545961221,B,2228.4033073076926,356.8064783768864,0.16011755017892695,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,B,6
13,DAIRY,115132.0,0.0003813870071922519,0.9123761416033144,B,2214.076923076923,355.6385500484205,0.16062610397204527,X,BX,0.95,1.645,Latacunga,Cotopaxi,C,15
49,PREPARED FOODS,114825.24807,0.00038037085876667826,0.912756512462081,B,2208.1778475,462.2627411361064,0.20934126372984413,X,BX,0.95,1.645,Quito,Pichincha,A,11
45,PREPARED FOODS,113770.83416,0.00037687800043470466,0.9131333904625157,B,2187.900656923077,418.1001165025895,0.19109648108538327,X,BX,0.95,1.645,Quito,Pichincha,A,11
50,FROZEN FOODS,113391.854639,0.0003756225904244439,0.9135090130529402,B,2180.6125892115383,4032.5508860868,1.8492743305416908,Z,BZ,0.85,1.036,Ambato,Tungurahua,A,14
31,PERSONAL CARE,113123.0,0.0003747319808099322,0.9138837450337501,B,2175.4423076923076,522.7907920885843,0.24031471220347667,X,BX,0.95,1.645,Babahoyo,Los Rios,B,10
25,BREAD/BAKERY,113105.04686,0.0003746725091223536,0.9142584175428725,B,2175.097055,1315.5243288342258,0.6048117833682695,Y,BY,0.9,1.282,Salinas,Santa Elena,D,1
1,MEATS,111492.220968,0.0003693298516503036,0.9146277473945228,B,2144.0811724615382,359.76275135190104,0.16779343803420618,X,BX,0.95,1.645,Quito,Pichincha,D,13
21,HOME CARE,111267.0,0.0003685837832163108,0.9149963311777392,B,2139.75,404.24797645824805,0.18892299402175913,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,B,6
1,POULTRY,111083.798244,0.0003679769078955207,0.9153643080856346,B,2136.2268893076925,307.7005373363366,0.1440392585994983,X,BX,0.95,1.645,Quito,Pichincha,D,13
31,EGGS,110438.0,0.00036583763245924604,0.9157301457180939,B,2123.8076923076924,321.6921581971662,0.151469532463869,X,BX,0.95,1.645,Babahoyo,Los Rios,B,10
21,PERSONAL CARE,109793.0,0.00036370100129120414,0.9160938467193851,B,2111.403846153846,421.64255187723234,0.19969772843082617,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,B,6
8,DELI,109758.56996,0.0003635869481182104,0.9164574336675033,B,2110.7417299999997,281.3235525090419,0.13328184519709507,X,BX,0.95,1.645,Quito,Pichincha,D,8
27,MEATS,109740.74604,0.00036352790448563883,0.916820961571989,B,2110.3989623076923,263.0406033696688,0.12464022588502076,X,BX,0.95,1.645,Daule,Guayas,D,1
51,PERSONAL CARE,109048.0,0.00036123310947695417,0.917182194681466,B,2097.076923076923,402.1501449270616,0.19176699743413206,X,BX,0.95,1.645,Guayaquil,Guayas,A,17
24,PERSONAL CARE,108855.0,0.0003605937764297726,0.9175427884578957,B,2093.3653846153848,321.2030100734445,0.1534385790621573,X,BX,0.95,1.645,Guayaquil,Guayas,D,1
23,POULTRY,108495.33291,0.00035940234090324095,0.917902190798799,B,2086.4487098076925,255.4677821824909,0.1224414388820106,X,BX,0.95,1.645,Ambato,Tungurahua,D,9
40,DELI,108166.0,0.0003583113905773992,0.9182605021893764,B,2080.1153846153848,288.9201432410648,0.1388962099784419,X,BX,0.95,1.645,Machala,El Oro,C,3
17,PERSONAL CARE,107918.0,0.00035748986417480323,0.9186179920535512,B,2075.346153846154,410.3539784527205,0.19772796826786251,X,BX,0.95,1.645,Quito,Pichincha,C,12
31,HOME CARE,107842.0,0.0003572381060836851,0.9189752301596349,B,2073.8846153846152,358.87868144258283,0.17304659997964902,X,BX,0.95,1.645,Babahoyo,Los Rios,B,10
28,EGGS,107724.0,0.0003568472185211596,0.919332077378156,B,2071.6153846153848,328.6441638388541,0.1586414960418492,X,BX,0.95,1.645,Guayaquil,Guayas,E,10
43,DELI,107361.60002,0.0003556467300055537,0.9196877241081616,B,2064.6461542307693,341.86004947804,0.16557803320309972,X,BX,0.95,1.645,Esmeraldas,Esmeraldas,E,10
34,PERSONAL CARE,107072.0,0.0003546873991078831,0.9200424115072695,B,2059.076923076923,343.966017824142,0.1670486488236579,X,BX,0.95,1.645,Guayaquil,Guayas,B,6
7,EGGS,106853.0,0.0003539619382926875,0.9203963734455622,B,2054.8653846153848,258.1929684835723,0.12564957802906074,X,BX,0.95,1.645,Quito,Pichincha,D,8
47,PREPARED FOODS,106370.37099,0.00035236317831537393,0.9207487366238776,B,2045.5840575,435.8113337340353,0.2130498290382879,X,BX,0.95,1.645,Quito,Pichincha,A,14
14,PERSONAL CARE,105300.0,0.00034881746045707646,0.9210975540843347,B,2025.0,341.6708655887372,0.16872635337707084,X,BX,0.95,1.645,Riobamba,Chimborazo,C,7
27,DELI,104552.53897,0.0003463414162189451,0.9214438955005536,B,2010.6257494230767,269.27423070932497,0.1339255854981743,X,BX,0.95,1.645,Daule,Guayas,D,1
29,DELI,104515.09799,0.00034621738898665046,0.9217901128895403,B,2009.905730576923,283.65327465192314,0.14112765108160683,X,BX,0.95,1.645,Guayaquil,Guayas,E,10
7,FROZEN FOODS,104321.57496,0.0003455763233469111,0.9221356892128871,B,2006.1841338461538,1102.8368266478553,0.5497186464798738,Y,BY,0.9,1.282,Quito,Pichincha,D,8
15,DELI,103809.0,0.0003438783642221144,0.9224795675771092,B,1996.326923076923,272.9697046433762,0.1367359731954691,X,BX,0.95,1.645,Ibarra,Imbabura,C,15
28,HOME CARE,103700.0,0.00034351729011774764,0.922823084867227,B,1994.2307692307693,339.32826465172855,0.17015496395256544,X,BX,0.95,1.645,Guayaquil,Guayas,E,10
2,HOME CARE,103216.0,0.0003419139885901007,0.923164998855817,B,1984.923076923077,352.16400179872994,0.17741947075574263,X,BX,0.95,1.645,Quito,Pichincha,D,13
53,MEATS,103092.278099,0.00034150414662134724,0.9235065030024384,B,1982.543809596154,280.60643194967685,0.14153857815969026,X,BX,0.95,1.645,Manta,Manabi,D,13
23,BREAD/BAKERY,102279.94803,0.0003388132167854355,0.9238453162192238,B,1966.9220775,251.4803558370202,0.12785476288747,X,BX,0.95,1.645,Ambato,Tungurahua,D,9
2,PERSONAL CARE,101938.0,0.0003376804775315618,0.9241829966967554,B,1960.3461538461538,362.1227656967971,0.18472388918974125,X,BX,0.95,1.645,Quito,Pichincha,D,13
24,DELI,101763.31999,0.00033710183140163956,0.9245200985281571,B,1956.9869228846155,282.73452779782,0.14447440833223477,X,BX,0.95,1.645,Guayaquil,Guayas,D,1
17,EGGS,101317.0,0.00033562334891860983,0.9248557218770757,B,1948.4038461538462,583.3161205174302,0.29938152794586104,X,BX,0.95,1.645,Quito,Pichincha,C,12
30,DAIRY,100667.0,0.0003334701547182575,0.925189192031794,B,1935.9038461538462,335.18898734865826,0.1731434068972079,X,BX,0.95,1.645,Guayaquil,Guayas,C,3
24,HOME CARE,100220.0,0.00033198941962970754,0.9255211814514237,B,1927.3076923076924,256.6826482262727,0.1331819767287892,X,BX,0.95,1.645,Guayaquil,Guayas,D,1
14,DELI,99818.0,0.0003306577518319512,0.9258518392032556,B,1919.576923076923,279.8651178030159,0.14579520853702985,X,BX,0.95,1.645,Riobamba,Chimborazo,C,7
33,MEATS,99682.00702,0.0003302072606076056,0.9261820464638633,B,1916.9616734615386,258.97775829024164,0.13509803658330816,X,BX,0.95,1.645,Quevedo,Los Rios,C,3
14,MEATS,99458.542,0.00032946700893830464,0.9265115134728016,B,1912.6642692307692,301.24420214476476,0.15749978027547978,X,BX,0.95,1.645,Riobamba,Chimborazo,C,7
43,PERSONAL CARE,99236.0,0.0003287298148710203,0.9268402432876726,B,1908.3846153846155,408.3163975925856,0.21395917484384017,X,BX,0.95,1.645,Esmeraldas,Esmeraldas,E,10
29,PERSONAL CARE,97769.0,0.0003238702211911482,0.9271641135088637,B,1880.173076923077,392.56425581961696,0.20879155256379042,X,BX,0.95,1.645,Guayaquil,Guayas,E,10
52,BREAD/BAKERY,97520.8371,0.0003230481551649596,0.9274871616640287,B,1875.4007134615385,2683.1832855227453,1.4307253198004835,Z,BZ,0.85,1.036,Manta,Manabi,A,11
31,DELI,95763.92497000001,0.000317228196689814,0.9278043898607184,B,1841.6139417307693,276.04496115604366,0.1498929579651551,X,BX,0.95,1.645,Babahoyo,Los Rios,B,10
53,PERSONAL CARE,95525.0,0.0003164367322902396,0.9281208265930087,B,1837.0192307692307,327.2165134612702,0.17812361894767642,X,BX,0.95,1.645,Manta,Manabi,D,13
10,DELI,95358.0,0.00031588352701107214,0.9284367101200197,B,1833.8076923076924,290.94026328855426,0.15865363882418435,X,BX,0.95,1.645,Quito,Pichincha,C,15
26,DAIRY,95354.0,0.00031587027658522385,0.9287525803966049,B,1833.7307692307693,389.3087446263364,0.2123042003540329,X,BX,0.95,1.645,Guayaquil,Guayas,D,10
54,DAIRY,94914.0,0.0003144127297419084,0.9290669931263468,B,1825.2692307692307,255.65180942473648,0.14006252070378464,X,BX,0.95,1.645,El Carmen,Manabi,C,3
37,POULTRY,94831.18404,0.000314138393057649,0.9293811315194044,B,1823.676616153846,234.71179119145765,0.12870252824008827,X,BX,0.95,1.645,Cuenca,Azuay,D,2
37,PERSONAL CARE,94781.0,0.0003139721530824517,0.9296951036724869,B,1822.7115384615386,323.1801741479396,0.17730736176748124,X,BX,0.95,1.645,Cuenca,Azuay,D,2
16,DAIRY,94678.0,0.0003136309546168574,0.9300087346271038,B,1820.7307692307693,232.45283016211496,0.12767007296756733,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,C,3
49,"LIQUOR,WINE,BEER",93936.0,0.00031117300062199365,0.9303199076277258,B,1806.4615384615386,531.6637763104837,0.2943122590713874,X,BX,0.95,1.645,Quito,Pichincha,A,11
21,EGGS,93099.0,0.0003084003490132323,0.930628307976739,B,1790.3653846153845,319.244575788591,0.17831252689070196,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,B,6
7,HOME CARE,92957.0,0.00030792995889561685,0.9309362379356346,B,1787.6346153846155,268.66051388221723,0.1502882700804402,X,BX,0.95,1.645,Quito,Pichincha,D,8
5,PERSONAL CARE,92648.0,0.00030690636349883397,0.9312431442991335,B,1781.6923076923076,310.52760531900924,0.17428800920235102,X,BX,0.95,1.645,Santo Domingo,Santo Domingo de los Tsachilas,D,4
41,HOME CARE,92457.0,0.00030627365566457664,0.9315494179547981,B,1778.0192307692307,335.87453834025445,0.1889037714146404,X,BX,0.95,1.645,Machala,El Oro,D,4
4,PERSONAL CARE,92177.0,0.00030534612585519406,0.9318547640806533,B,1772.6346153846155,361.84846946852196,0.20413031897710412,X,BX,0.95,1.645,Quito,Pichincha,D,9
2,DELI,91834.72897,0.0003042123166294331,0.9321589763972827,B,1766.0524801923077,265.22631823678984,0.15018031525753914,X,BX,0.95,1.645,Quito,Pichincha,D,13
4,HOME CARE,91272.0,0.00030234821700701124,0.9324613246142898,B,1755.2307692307693,304.88208041185266,0.17369914301655826,X,BX,0.95,1.645,Quito,Pichincha,D,9
42,POULTRY,91087.23399,0.0003017361599283124,0.9327630607742181,B,1751.677576730769,266.76776801042377,0.15229273443583813,X,BX,0.95,1.645,Cuenca,Azuay,D,2
17,MEATS,90618.95109,0.0003001849229676906,0.9330632456971858,B,1742.6721363461538,242.4980415773953,0.13915299184486862,X,BX,0.95,1.645,Quito,Pichincha,C,12
37,HOME CARE,90240.0,0.00029892960713814415,0.933362175304324,B,1735.3846153846155,276.3141260038309,0.15922356551630015,X,BX,0.95,1.645,Cuenca,Azuay,D,2
51,DELI,90196.75305,0.0002987863470121089,0.933660961651336,B,1734.5529432692308,262.39530545888255,0.1512754663828115,X,BX,0.95,1.645,Guayaquil,Guayas,A,17
36,PERSONAL CARE,90042.0,0.0002982737110586522,0.9339592353623947,B,1731.576923076923,370.3375432326593,0.21387299535868998,X,BX,0.95,1.645,Libertad,Guayas,E,10
26,MEATS,89774.656166,0.00029738810614654646,0.9342566234685412,B,1726.4356955,295.4444317511613,0.17112970527722163,X,BX,0.95,1.645,Guayaquil,Guayas,D,10
7,PERSONAL CARE,88996.0,0.000294808724699316,0.9345514321932405,B,1711.4615384615386,285.86198929391946,0.16702799500286672,X,BX,0.95,1.645,Quito,Pichincha,D,8
42,PERSONAL CARE,88863.0,0.0002943681480398593,0.9348458003412804,B,1708.9038461538462,367.1244518173258,0.2148303736593382,X,BX,0.95,1.645,Cuenca,Azuay,D,2
53,DELI,88836.36499,0.0002942799167336157,0.935140080258014,B,1708.391634423077,275.35565933240196,0.1611782999775858,X,BX,0.95,1.645,Manta,Manabi,D,13
36,MEATS,88729.82001,0.0002939269751443655,0.9354340072331584,B,1706.3426924999999,232.40700037044994,0.1362018317843347,X,BX,0.95,1.645,Libertad,Guayas,E,10
10,PRODUCE,88087.56198,0.0002917994270438644,0.9357258066602022,B,1693.9915765384615,242.8598000088002,0.14336541183098545,X,BX,0.95,1.645,Quito,Pichincha,C,15
8,FROZEN FOODS,87844.04401,0.00029099274784280966,0.936016799408045,B,1689.3085386538462,1788.538188859712,1.0587398026673562,Z,BZ,0.85,1.036,Quito,Pichincha,D,8
