family,week_start,weekly_sales,store_nbr,promo_days,promo_avg,n_days,city,state,type,cluster,is_complete_week
BEVERAGES,2016-07-11,1043018.0,27.5,73.83333333333333,10.547619047619047,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-07-18,1012486.0,27.5,63.666666666666664,9.095238095238095,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-07-25,1055073.0,27.5,59.7962962962963,8.542328042328043,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-08-01,1155476.0,27.5,147.0185185185185,21.002645502645503,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-08-08,1080380.0,27.5,205.96296296296296,29.423280423280424,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-08-15,1130612.0,27.5,221.61111111111111,31.65873015873016,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-08-22,1071620.0,27.5,177.6851851851852,25.383597883597886,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-08-29,1253992.0,27.5,137.92592592592592,19.703703703703702,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-09-05,1207442.0,27.5,104.62962962962963,14.947089947089946,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-09-12,1084355.0,27.5,151.16666666666666,21.595238095238095,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-09-19,1062888.0,27.5,226.75925925925927,32.39417989417989,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-09-26,1174809.0,27.5,209.66666666666666,29.95238095238095,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-10-03,1178384.0,27.5,123.64814814814815,17.664021164021165,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-10-10,1113727.0,27.5,67.85185185185185,9.693121693121693,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-10-17,1111548.0,27.5,95.5,13.642857142857142,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-10-24,1078657.0,27.5,264.462962962963,37.78042328042328,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-10-31,1398627.0,27.5,326.72222222222223,46.67460317460318,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-11-07,1311701.0,27.5,297.0740740740741,42.43915343915344,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-11-14,1312090.0,27.5,299.5740740740741,42.7962962962963,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-11-21,1272342.0,27.5,383.75925925925924,54.82275132275132,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-11-28,1399914.0,27.5,430.48148148148147,61.49735449735449,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-12-05,1342912.0,27.5,440.48148148148147,62.925925925925924,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-12-12,1288254.0,27.5,411.77777777777777,58.82539682539682,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2016-12-19,1250784.0,27.5,360.537037037037,60.089506172839506,6.0,Quito,Pichincha,D,8.481481481481481,0.0
BEVERAGES,2016-12-26,1271454.0,27.5,343.4259259259259,49.06084656084656,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-01-02,1714281.0,27.5,270.75925925925924,38.679894179894184,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-01-09,1395062.0,27.5,247.64814814814815,35.37830687830688,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-01-16,1431048.0,27.5,276.8703703703704,39.55291005291005,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-01-23,1285322.0,27.5,231.1851851851852,33.02645502645503,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-01-30,1362405.0,27.5,186.61111111111111,26.65873015873016,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-02-06,1263005.0,27.5,129.74074074074073,18.534391534391535,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-02-13,1199955.0,27.5,102.11111111111111,14.587301587301587,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-02-20,1205691.0,27.5,98.74074074074075,14.105820105820104,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-02-27,1483081.0,27.5,131.38888888888889,18.76984126984127,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-03-06,1335778.0,27.5,134.59259259259258,19.227513227513228,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-03-13,1426100.0,27.5,156.9814814814815,22.425925925925927,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-03-20,1409934.0,27.5,145.55555555555554,20.793650793650794,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-03-27,1457075.0,27.5,118.11111111111111,16.873015873015873,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-04-03,1370345.0,27.5,89.33333333333333,12.761904761904761,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-04-10,1312699.0,27.5,167.12962962962962,23.875661375661373,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-04-17,1319957.0,27.5,212.24074074074073,30.32010582010582,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-04-24,1325665.0,27.5,234.72222222222223,33.53174603174603,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-05-01,1524916.0,27.5,165.40740740740742,23.62962962962963,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-05-08,1199891.0,27.5,183.74074074074073,26.248677248677247,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-05-15,1317735.0,27.5,192.16666666666666,27.45238095238095,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-05-22,1290194.0,27.5,204.37037037037038,29.195767195767196,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-05-29,1493682.0,27.5,170.12962962962962,24.304232804232804,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-06-05,1465103.0,27.5,171.3148148148148,24.473544973544975,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-06-12,1313649.0,27.5,137.7037037037037,19.67195767195767,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-06-19,1274435.0,27.5,172.53703703703704,24.64814814814815,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-06-26,1326264.0,27.5,207.83333333333334,29.69047619047619,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-07-03,1368223.0,27.5,266.962962962963,38.13756613756614,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-07-10,1361851.0,27.5,275.9074074074074,39.41534391534392,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-07-17,1348452.0,27.5,225.09259259259258,32.15608465608465,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-07-24,1361379.0,27.5,181.25925925925927,25.894179894179892,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-07-31,1436505.0,27.5,146.27777777777777,20.896825396825395,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-08-07,1223297.0,27.5,122.81481481481481,17.544973544973544,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BEVERAGES,2017-08-14,345605.0,27.5,35.907407407407405,17.953703703703702,2.0,Quito,Pichincha,D,8.481481481481481,0.0
BOOKS,2012-12-31,0.0,27.5,0.0,0.0,6.0,Quito,Pichincha,D,8.481481481481481,0.0
BOOKS,2013-01-07,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-01-14,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-01-21,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-01-28,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-02-04,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-02-11,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-02-18,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-02-25,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-03-04,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-03-11,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-03-18,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-03-25,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-04-01,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-04-08,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-04-15,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-04-22,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-04-29,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-05-06,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-05-13,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-05-20,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-05-27,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-06-03,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-06-10,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-06-17,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-06-24,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-07-01,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-07-08,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-07-15,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-07-22,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-07-29,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-08-05,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-08-12,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-08-19,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-08-26,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-09-02,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-09-09,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-09-16,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-09-23,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-09-30,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-10-07,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-10-14,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-10-21,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-10-28,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-11-04,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-11-11,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-11-18,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-11-25,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-12-02,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-12-09,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-12-16,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2013-12-23,0.0,27.5,0.0,0.0,6.0,Quito,Pichincha,D,8.481481481481481,0.0
BOOKS,2013-12-30,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-01-06,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-01-13,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-01-20,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-01-27,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-02-03,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-02-10,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-02-17,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-02-24,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-03-03,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-03-10,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-03-17,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-03-24,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-03-31,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-04-07,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-04-14,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-04-21,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-04-28,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-05-05,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-05-12,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-05-19,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-05-26,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-06-02,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-06-09,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-06-16,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-06-23,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-06-30,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-07-07,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-07-14,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-07-21,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-07-28,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-08-04,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-08-11,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-08-18,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-08-25,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-09-01,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-09-08,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-09-15,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-09-22,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-09-29,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-10-06,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-10-13,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-10-20,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-10-27,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-11-03,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-11-10,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-11-17,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-11-24,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-12-01,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-12-08,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-12-15,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2014-12-22,0.0,27.5,0.0,0.0,6.0,Quito,Pichincha,D,8.481481481481481,0.0
BOOKS,2014-12-29,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-01-05,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-01-12,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-01-19,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-01-26,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-02-02,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-02-09,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-02-16,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-02-23,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-03-02,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-03-09,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-03-16,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-03-23,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-03-30,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-04-06,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-04-13,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-04-20,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-04-27,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-05-04,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-05-11,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-05-18,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-05-25,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-06-01,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-06-08,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-06-15,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-06-22,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-06-29,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-07-06,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-07-13,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-07-20,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-07-27,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-08-03,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-08-10,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-08-17,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-08-24,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-08-31,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-09-07,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-09-14,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-09-21,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-09-28,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-10-05,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-10-12,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-10-19,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-10-26,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-11-02,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-11-09,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-11-16,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-11-23,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-11-30,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-12-07,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-12-14,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2015-12-21,0.0,27.5,0.0,0.0,6.0,Quito,Pichincha,D,8.481481481481481,0.0
BOOKS,2015-12-28,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-01-04,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-01-11,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-01-18,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-01-25,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-02-01,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-02-08,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-02-15,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-02-22,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-02-29,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-03-07,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-03-14,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-03-21,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-03-28,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-04-04,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-04-11,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-04-18,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
BOOKS,2016-04-25,0.0,27.5,0.0,0.0,7.0,Quito,Pichincha,D,8.481481481481481,1.0
